NO,의원명,업무구분,대표전화,주소,평일 진료,토요일 진료,일요일 진료,공휴일 진료,위도,경도
7458,동서한의원,한의원,02-804-4214,서울특별시 금천구 독산로 140 (시흥동),09:30~19:00,09:30~17:00,-,-,37.4598275,126.9051299
16347,태인한의원,한의원,02-804-8576,"서울특별시 금천구 독산로 141, 2층 (시흥동)",09:00~19:00,09:00~16:00,-,-,37.4599037,126.9047018
2822,김성진정형외과의원,의원,02-803-0700,"서울특별시 금천구 독산로 142, 2,3층 (시흥동)",09:00~18:00,09:00~13:00,-,-,37.460098,126.9051113
13024,최명수이비인후과의원,의원,02-895-3600,서울특별시 금천구 독산로 142,09:30~18:30,09:30~15:00,-,-,37.460098,126.9051113
9428,온유치과의원,치과,02-896-2804,"서울특별시 금천구 독산로 142, 3층 (시흥동)",09:00~18:00,09:00~13:00,-,-,37.460098,126.9051113
5706,경희금천한의원,한의원,02-893-4500,"서울특별시 금천구 독산로 142, 301호 (시흥동, 덕산빌딩 )",09:00~18:00,09:00~14:00,-,-,37.460098,126.9051113
7168,제일내과의원,의원,02-808-8878,"서울특별시 금천구 독산로40길 24, (시흥동)",09:00~18:00,09:00~15:00,-,-,37.4601848,126.9060048
3682,연세베스트의원,의원,02-867-9119,"서울특별시 관악구 난곡로 53, 403호 (신림동, 관악산휴먼시아상가)",09:00~19:00,09:00~15:00,-,-,37.4602166,126.9192753
4133,OK치과의원,치과,02-868-0038,서울특별시 관악구 난곡로 53,10:00~18:30,10:00~14:00,-,-,37.4602166,126.9192753
13614,이은섭소아청소년과의원,의원,02-853-7705,서울특별시 관악구 난곡로 50 2층,09:00~19:00,09:00~13:30,-,-,37.4604892,126.9201398
4507,하나치과의원,치과,02-861-7799,서울특별시 관악구 난곡로 50,09:30~18:00,-,-,-,37.4604892,126.9201398
10445,삼성경희한의원,한의원,02-851-1557,"서울특별시 관악구 난곡로 60, 201호 (신림동, 산타플러스빌딩)",09:00~19:00,09:00~14:00,-,-,37.4608178,126.9193647
6021,정정형외과의원,의원,02-803-7424,"서울특별시 금천구 독산로40길 56, 2층 (시흥동)",09:00~20:00,09:00~16:00,-,-,37.4609508,126.9074917
2429,의료법인참예원의료재단강남구립행복요양의원,요양의원,02-6053-2114,"서울특별시 강남구 헌릉로590길 60 (세곡동, 강남구립 행복요양의원)",09:00~18:00,09:00~13:00,-,-,37.4611765,127.1033226
7955,박성호치과의원,치과,02-2059-5928,"서울특별시 서초구 양재대로11길 36, 가동 309,310호(양재동,서울오토갤러리 금관)",10:00~18:00,09:00~13:00,-,-,37.4618516,127.0353962
6208,한뜸한의원,한의원,02-2052-7575,"서울특별시 서초구 염곡안1길 3, 1층, 지하1층 (염곡동)",10:00~18:00,09:30~16:00,-,-,37.4622948,127.0499422
7439,엘림의원,의원,02-892-8275,"서울특별시 금천구 독산로50길 84, 2층 (시흥동)",08:30~18:00,08:30~15:00,-,-,37.4623932,126.9088303
7440,해맑은치과의원,치과,02-896-3339,"서울특별시 금천구 독산로50길 84, 3층 (시흥동)",10:00~18:00,10:00~13:00,-,-,37.4623932,126.9088303
12476,우리들치과의원,치과,02-3285-5001,서울특별시 관악구 호암로 399,09:30~18:00,09:30~14:00,-,-,37.4624556,126.9262186
11160,김내과의원,의원,02-802-0919,서울특별시 금천구 독산로 174,09:00~18:00,09:00~13:00,-,-,37.4628327,126.9043626
13253,현치과의원,치과,02-803-1800,서울특별시 금천구 독산로 174,09:00~19:00,09:00~16:00,-,-,37.4628327,126.9043626
2748,조일형정형외과의원,의원,02-876-0947,서울특별시 관악구 호암로 507 (신림동),10:00~18:00,10:00~12:30,-,-,37.4628994,126.9315724
10378,해미소한의원,한의원,02-858-8588,"서울특별시 관악구 난곡로 84, 지층 (신림동)",09:30~19:00,09:30~15:00,-,-,37.4629074,126.919362
6723,박가한의원,한의원,02-445-5555,"서울특별시 강남구 헌릉로618길 28 (세곡동, 1층 일부)",09:00~19:00,09:00~19:00,-,-,37.4629309,127.1060981
9638,마음우리한의원,한의원,02-805-7582,"서울특별시 금천구 독산로 176, 3층 (독산동)",09:30~19:00,09:30~14:00,-,09:30~13:00,37.4629676,126.9041737
9801,신동현내과의원,의원,02-867-7588,"서울특별시 관악구 난향길 4, 2층 (신림동)",09:00~19:00,09:00~15:00,-,-,37.4630579,126.918693
13826,신종렬치과의원,치과,02-854-1006,"서울특별시 관악구 난곡로 85, (신림동)",10:00~18:30,10:00~13:00,-,-,37.4631338,126.9186905
9272,이지소아청소년과의원,의원,02-2226-5036,"서울특별시 강남구 헌릉로570길 34, 리엔파크프라자 2층 201호 (세곡동)",09:00~19:00,09:00~14:00,-,-,37.4631966,127.103442
15933,한사랑의원,의원,02-532-3207,"서울특별시 강남구 헌릉로570길 34, 402호 (세곡동, 리앤파크프라자)",09:00~18:00,09:00~16:00,-,-,37.4631966,127.103442
7666,리엔치과의원,치과,02-445-2875,서울특별시 강남구 헌릉로570길 34 (세곡동),09:30~18:30,09:30~13:30,-,-,37.4631966,127.103442
9503,온한의원,한의원,02-445-2275,"서울특별시 강남구 헌릉로570길 34 (세곡동, 리엔파크프라자 304호)",09:00~19:00,09:00~15:00,-,-,37.4631966,127.103442
719,강남나무치과의원,치과,02-576-2825,"서울특별시 서초구 매헌로 23, 4층 (양재동)",09:30~18:30,-,-,-,37.4632246,127.0351922
10779,사랑채한의원,한의원,02-885-7975,"서울특별시 관악구 난곡로 92-1, 2층 (신림동)",09:00~19:00,09:00~14:00,-,-,37.463628,126.9191972
13008,청아한의원,한의원,02-803-7533,"서울특별시 금천구 독산로50길 89, 201호 (시흥동, 삼익아파트 상가동)",08:30~19:00,08:30~17:00,-,-,37.4636755,126.9094546
5865,바른정치과의원,치과,02-445-7528,서울특별시 강남구 헌릉로590길 11,09:30~18:30,09:30~13:00,-,-,37.4639452,127.1044786
16763,무루한의원,한의원,02-883-8813,"서울특별시 관악구 광신길 111 (신림동, 신림상가)",09:00~13:00,09:00~17:00,09:00~17:00,09:00~17:00,37.4639908,126.9254811
10865,서울대학교직장부속의원,의원,02-880-5338,"서울특별시 관악구 관악로 1, (신림동)",09:00~18:00,-,-,-,37.464007,126.9522394
2090,관악서울대학교치과의원,치과,02-6747-6114,"서울특별시 관악구 관악로 1, 지1~3층 (신림동)",09:00~18:00,-,-,-,37.464007,126.9522394
1935,조은소아과의원,의원,02-459-4101,"서울특별시 강남구 밤고개로34길 4, 8호 (세곡동)",09:00~18:00,09:00~13:00,-,-,37.4640106,127.1072963
11722,봄내과의원,의원,02-571-9155,서울특별시 서초구 매헌로 34,09:00~19:00,09:00~16:00,-,-,37.464043,127.0347987
4493,굿모닝치과의원,치과,02-3463-7528,서울특별시 서초구 매헌로 34 한일빌딩 5층,09:30~18:30,09:30~14:00,-,-,37.464043,127.0347987
5703,푸른숲한의원,한의원,02-579-1175,"서울특별시 서초구 매헌로 34, 4층 (양재동, 아르델빌딩)",09:00~19:00,09:00~16:00,-,-,37.464043,127.0347987
6756,소소아청소년과의원,의원,02-573-1119,"서울특별시 서초구 태봉로 62, 404호 (우면동, 네이처프라자)",08:00~20:00,08:00~15:00,-,09:00~13:00,37.4640863,127.0250513
8807,수이비인후과의원,의원,02-579-7575,서울특별시 서초구 태봉로 62 네이처프라자 403호,09:00~18:00,09:00~14:00,-,-,37.4640863,127.0250513
16407,우면힐가정의학과의원,의원,02-572-5575,"서울특별시 서초구 태봉로 62, 304호 (우면동, 네이처프라자)",09:00~18:30,09:00~14:00,-,-,37.4640863,127.0250513
4480,예스치과의원,치과,02-3461-2833,"서울특별시 서초구 태봉로 62, 303호 (우면동, 네이처프라자)",09:30~18:30,09:30~14:00,-,-,37.4640863,127.0250513
10573,너른숲한의원,한의원,02-599-1275,"서울특별시 서초구 태봉로 62, 401호 (우면동, 네이처프라자)",09:00~18:30,09:00~15:00,-,-,37.4640863,127.0250513
13644,퍼스트왕치과의원,치과,02-858-2080,"서울특별시 관악구 난곡로 98, B동 206-207호 (신림동,파로스프라자)",09:30~18:30,09:00~13:00,-,-,37.4640882,126.9194923
143,약손한의원,한의원,02-445-1089,"서울특별시 강남구 헌릉로618길 7, 1층 (세곡동, 선일빌딩)",09:30~19:00,09:30~15:00,09:30~15:00,09:30~15:00,37.4642951,127.1067
12258,연세더편한치과의원,치과,02-529-2804,서울특별시 서초구 태봉로 68,10:00~19:00,10:00~16:00,-,-,37.4643418,127.0254007
9363,경희으뜸한의원,한의원,02-806-7577,"서울특별시 금천구 독산로 197, 신한은행 4층 (독산동)",09:00~19:00,09:00~14:00,-,-,37.464494,126.9026502
2077,한현주여성의원,의원,02-574-1994,"서울특별시 서초구 태봉로 70, 5층 (우면동, 우면프라자)",09:30~18:30,09:30~15:30,-,-,37.4645383,127.025583
8885,성모소아청소년과의원,의원,02-2647-6904,서울특별시 서초구 태봉로 70 (우면동),09:00~19:00,09:00~15:00,-,-,37.4645383,127.025583
12793,임피부과의원,의원,02-566-7698,서울특별시 서초구 태봉로 70,09:30~19:00,09:30~14:00,-,-,37.4645383,127.025583
16562,삼성탑치과의원,치과,02-579-2822,"서울특별시 서초구 태봉로 70, 303호 (우면동, 우면프라자)",09:30~18:30,09:30~14:00,-,-,37.4645383,127.025583
16153,바른경희한의원,한의원,02-3463-1275,"서울특별시 서초구 태봉로 70 , 404호(우면동, 우면프라자)",09:00~18:30,09:00~14:00,-,-,37.4645383,127.025583
9450,가이드치과의원,치과,02-3464-4987,서울특별시 서초구 헌릉로 12,10:00~18:30,10:00~14:00,-,-,37.4646253,127.042968
15736,진내과의원,의원,02-802-0075,"서울특별시 금천구 독산로 199, 2층 (독산동)",09:00~19:00,09:00~16:00,-,-,37.4647006,126.9025404
7565,참미소치과의원,치과,02-809-0028,"서울특별시 금천구 독산로 199, 4층 (독산동)",09:30~18:30,09:30~14:00,-,-,37.4647006,126.9025404
12349,연세크리스마스치과의원,치과,02-805-1725,서울특별시 금천구 독산로64길 2,10:00~18:30,10:00~14:00,-,-,37.4647157,126.9030379
13349,행복플러스경희한의원,한의원,02-808-7512,"서울특별시 금천구 독산로 200, 2층 (독산동)",09:00~19:00,09:00~17:00,-,-,37.4648662,126.9028762
6442,내강한의원,한의원,02-804-1588,"서울특별시 금천구 시흥대로105길 5, 유진빌딩 1층 (독산동)",09:00~19:00,09:00~16:00,-,-,37.4649697,126.8969326
1158,이상문소아과의원,의원,02-805-3225,서울특별시 금천구 독산로 203,09:00~18:30,09:00~15:00,-,-,37.4650431,126.9022927
1247,푸른정형외과의원,의원,02-858-5095,"서울특별시 관악구 난곡로 107, 1,2층 (신림동)",09:00~21:00,09:00~15:00,-,-,37.4650645,126.9191676
8026,우리가정의원,의원,02-873-4102,"서울특별시 관악구 호암로 531-1, (신림동)",09:00~18:00,09:00~13:00,-,-,37.4651612,126.9313048
7564,신상용치과의원,치과,02-804-2828,"서울특별시 금천구 독산로 205, (독산동)",09:30~18:00,09:30~13:30,-,-,37.4651643,126.9021819
7441,성모의원,의원,02-896-8275,"서울특별시 금천구 독산로64길 15, 201호(독산동)",09:00~19:00,09:00~14:00,-,-,37.4652453,126.903453
5714,정훈한의원,한의원,02-896-8575,서울특별시 금천구 독산로64길 15 (독산동),09:30~19:00,09:30~14:00,-,-,37.4652453,126.903453
3064,조은이비인후과의원,의원,02-892-8575,"서울특별시 금천구 독산로 210, K빌딩 5층 (독산동)",09:00~19:00,09:00~14:00,-,-,37.4657282,126.9023275
5521,서울으뜸정형외과의원,의원,02-807-0111,"서울특별시 금천구 독산로 210, 2층 (독산동)",09:00~19:00,09:00~14:00,-,-,37.4657282,126.9023275
6754,금천연세내과의원,의원,02-805-3330,"서울특별시 금천구 독산로 210, 3층 (독산동)",09:00~19:00,09:00~15:00,-,-,37.4657282,126.9023275
4795,독산모아치과의원,치과,02-894-7579,"서울특별시 금천구 독산로 210, 4층 (독산동)",10:00~19:00,10:00~14:00,-,-,37.4657282,126.9023275
1287,새서울정형외과의원,의원,02-445-8118,"서울특별시 강남구 헌릉로 569, 4층 (세곡동, 강남리더스프라자)",09:00~19:00,09:00~15:00,-,-,37.4657523,127.1012291
8796,윤앤최이비인후과의원,의원,02-3412-8275,서울특별시 강남구 헌릉로 569,09:00~19:00,09:00~14:00,-,-,37.4657523,127.1012291
8806,스타내과의원,의원,02-6265-9988,"서울특별시 강남구 헌릉로 569 4층 402호 (세곡동, 강남리더스프라자)",09:00~19:00,09:00~14:00,-,-,37.4657523,127.1012291
10550,수아로피부과의원,의원,02-4445-5940,"서울특별시 강남구 헌릉로 569, 2층 203호 (세곡동)",09:30~20:00,09:30~15:00,-,-,37.4657523,127.1012291
12562,윤앤최소아청소년과의원,의원,02-3414-8275,서울특별시 강남구 헌릉로 569,09:00~18:00,09:00~14:00,-,-,37.4657523,127.1012291
9507,세곡연세미치과의원,치과,02-451-2877,"서울특별시 강남구 헌릉로 569 302호 (세곡동, 강남리더스프라자)",09:30~18:30,-,-,-,37.4657523,127.1012291
15909,한가람한의원,한의원,02-895-1775,"서울특별시 금천구 독산로 213, 2층 (독산동)",09:00~19:00,09:00~15:00,-,-,37.4657854,126.9017972
7608,이영림치과의원,치과,02-892-2875,"서울특별시 금천구 시흥대로 362, 6층 (독산동, 림스)",08:30~17:00,08:30~13:00,-,-,37.4658766,126.8980378
16120,세란가정의원,의원,02-895-5025,"서울특별시 금천구 독산로64길 41, (독산동)",09:00~20:00,09:00~16:00,-,-,37.4659399,126.9046529
14383,남태령경희한의원,한의원,02-522-1373,"서울특별시 서초구 전원말4길 1, 1층 (방배동)",09:30~18:00,09:30~15:00,-,-,37.4661148,126.9894465
6427,삼성전자서울R&D부속의원,의원,02-6147-3690,"서울특별시 서초구 성촌길 34, F동 지1층 (우면동, (주)삼성전자 우면R&D 쎈터)",08:30~17:30,-,-,-,37.4662001,127.0242692
4126,e-좋은치과의원,치과,02-803-7777,서울특별시 금천구 시흥대로 368,09:00~18:00,09:00~13:00,-,-,37.4662937,126.898153
4411,매일36.5의원,의원,02-862-3650,"서울특별시 금천구 가산디지털1로 1, 더루벤스밸리 208호 (가산동)",09:30~19:30,10:00~14:00,-,-,37.4662938,126.887178
3504,정정균치과의원,치과,02-896-7350,서울특별시 금천구 범안로 1256 (독산동),09:30~18:30,09:30~13:30,-,-,37.4663197,126.9015131
2968,문순영정형외과의원,의원,02-805-7281,서울특별시 금천구 독산로 218 (독산동),09:00~18:00,09:00~15:00,-,-,37.4663696,126.9020171
4705,세모치과의원,치과,02-574-3528,"서울특별시 서초구 강남대로2길 10, 5층 (양재동, 화진빌딩)",09:30~18:30,09:30~14:00,-,-,37.4663957,127.0428875
2466,서울연세가정의원,의원,02-887-6251,서울특별시 관악구 원신길 147 (신림동),09:00~18:00,09:00~13:00,-,-,37.4664775,126.9302733
660,큰사랑의원,의원,02-893-2322,서울특별시 금천구 범안로 1183,08:30~19:00,08:30~13:00,-,10:00~15:00,37.4667239,126.8931163
9373,큰사랑산부인과의원,의원,02-893-2322,"서울특별시 금천구 범안로 1183, 남서울크리닉센터 (독산동)",08:30~20:00,08:30~15:00,-,10:00~15:00,37.4667239,126.8931163
10447,생기한의원,한의원,02-891-7572,서울특별시 금천구 범안로 1183 (독산동),12:00~20:00,10:00~15:00,-,-,37.4667239,126.8931163
2564,성신고려요양의원,요양의원,02-805-6797,서울특별시 금천구 범안로 1191 (독산동),09:00~19:00,09:00~13:00,-,09:00~13:00,37.4667616,126.8940975
6312,세곡달빛의원,의원,02-459-0119,"서울특별시 강남구 헌릉로569길 27, 2층 (세곡동, 2층일부(201-2호,202호))",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,37.4667993,127.0987843
7450,양성욱치과의원,치과,02-806-5256,"서울특별시 금천구 벚꽃로 130, 3층 (독산동)",10:00~18:30,10:00~13:00,-,-,37.4668088,126.8896065
10281,관악동의보감한의원,한의원,02-883-1175,"서울특별시 관악구 원신길 142, 2층 (신림동)",09:00~19:00,09:00~15:00,-,-,37.4668117,126.9300205
4904,강남파인즈치과의원,치과,02-445-2855,"서울특별시 강남구 헌릉로569길 13, 라온 프라이빗시티 강남 2층 (세곡동)",10:00~19:00,09:30~14:00,-,-,37.4668159,127.1000367
13775,서울치과의원,치과,02-885-8427,"서울특별시 관악구 광신길 214, (신림동)",09:30~18:30,09:30~13:00,-,-,37.4668286,126.9292797
4587,유앤미플러스치과의원,치과,02-2027-2875,"서울특별시 금천구 가산디지털1로 2, 223,224호 (가산동, 우림라이온스밸리2차)",10:00~21:00,-,-,-,37.4668807,126.8883826
16173,삼성탑의원,의원,02-832-6548,"서울특별시 관악구 광신길 217, 1층 (신림동)",09:00~19:00,09:00~15:00,-,-,37.4670064,126.9293896
6215,헌인피부과의원,의원,02-445-2810,"서울특별시 서초구 강남대로 27, 지하1층 B07호 (양재동)",09:30~17:00,-,13:00~17:00,-,37.4672248,127.0396308
12898,조내과의원,의원,02-855-6500,서울특별시 금천구 독산로 229,09:00~18:00,09:00~14:00,-,-,37.467339,126.9016192
2547,뉴욕탑치과의원,치과,02-2029-7528,"서울특별시 금천구 가산디지털1로 19, 2층 201,202호 (가산동, 대륭테크노타운18차)",09:30~18:30,09:30~14:30,-,-,37.4676012,126.886504
4662,금천대윤정형외과의원,의원,02-3286-8008,서울특별시 금천구 시흥대로 381 (독산동),09:00~20:30,09:00~16:00,-,-,37.4676188,126.8974324
6615,아카시아의원,의원,02-858-0067,서울특별시 금천구 시흥대로114길 5 (독산동),09:00~18:00,09:00~13:00,-,-,37.4681067,126.8985623
4492,티케이엠씨(TKMC)의원,의원,02-526-9494,"서울특별시 서초구 바우뫼로12길 70, 지하1층 (양재동, 더케이서울호텔 컨벤션센터 )",10:00~19:00,10:00~15:00,-,-,37.4682754,127.0330689
8747,다온한의원,한의원,02-856-0070,"서울특별시 금천구 가산디지털1로 30, 에이스하이엔드타워10 101-1호 (가산동)",10:00~20:00,-,-,-,37.4685386,126.8872955
