NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,위도,경도
1995,동문약국,02-949-7070,서울특별시 노원구 공릉로59나길 78-10,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,37.6357723,127.0701537
2665,일광약국,02-994-2302,서울특별시 강북구 도봉로 389,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,-,-,37.6418435,127.0291276
251,가야온누리약국,02-997-4540,"서울특별시 도봉구 노해로65길 17-9, 102,103호 (창동,삼원프라자)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,37.6519624,127.045783
1883,금강약국,02-937-3656,서울특별시 노원구 한글비석로 365,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~14:00,-,-,37.6581877,127.0741807
4761,금성약국,02-584-4780,"서울특별시 동작구 사당로16길 68, 지하1층 (사당동)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~14:00,-,-,37.4807586,126.9717505
2645,이수온누리약국,02-3483-2551,서울특별시 서초구 동작대로 108,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:30,-,-,37.4860893,126.982605
2652,이화약국,02-836-3011,서울특별시 영등포구 신길로 28,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~14:00,-,-,37.4952123,126.9090941
3732,참좋은약국,02-6678-8422,서울특별시 구로구 구로중앙로 134 4층 (구로동),08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:00,-,-,37.4999176,126.8846199
286,도심공항약국,02-554-4906,서울특별시 강남구 영동대로 513,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:00,08:00~18:00,08:00~18:00,37.5117731,127.0592041
4944,목동정문약국,02-2061-0214,"서울특별시 양천구 목동동로 435, 1층 105호 (목동)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:30~13:30,-,-,37.5373898,126.8848731
365,공항시장샘온누리약국,02-2064-2204,"서울특별시 강서구 방화동로 37, 메디스타워 (방화동)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:30~15:00,-,-,37.5641915,126.8107137
1208,참조은약국,02-2272-0535,"서울특별시 종로구 종로 266, 동대문종합시장 A동 7층 705호 (종로6가)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:30,-,-,37.5707192,127.0073178
1592,동대문보건약국,02-965-7162,서울특별시 동대문구 고산자로28가길 2 (용두동),08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,-,-,-,37.5749784,127.0403234
3026,원약국,02-959-6467,"서울특별시 동대문구 왕산로 168, 1층 (용두동)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~15:00,-,-,37.578826,127.0421929
4166,경희중앙약국,02-968-4445,서울특별시 동대문구 경희대로 19-9 (회기동),08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,09:00~13:00,-,-,37.5932123,127.0520715
2673,자모약국,02-992-6516,서울특별시 도봉구 도봉로133길 14,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,09:00~13:00,-,-,37.6575777,127.0389051
3711,한사랑약국,02-856-3588,"서울특별시 금천구 시흥대로63길 64, 1층 (시흥동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,-,-,-,37.4557406,126.8961463
456,사랑약국,02-597-1730,서울특별시 관악구 남부순환로 2082-33 (남현동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~16:30,09:00~16:30,-,37.4761794,126.9803933
2470,연세열린약국,02-2683-9003,서울특별시 구로구 개봉로 23,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.4877872,126.856054
1621,드림약국,02-865-3784,"서울특별시 구로구 구로중앙로 8, 1층 (구로동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,13:00~19:00,-,37.4912248,126.8926865
1643,대학약국,02-865 -4910,서울특별시 구로구 구로동로 149-1 (구로동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~14:00,-,-,37.4919984,126.8835132
2283,서초미소약국,02-6250-3009,서울특별시 서초구 서초대로 254,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,-,-,37.4920191,127.0096325
299,솔잎약국,02-445-8928,서울특별시 강남구 개포로 615,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.4926408,127.0755891
1905,나리약국,02-565-6645,서울특별시 강남구 도곡로 442,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.4979537,127.0588479
2972,현대파크빌약국,02-868-5116,서울특별시 구로구 공원로 41,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~19:00,-,-,37.5003843,126.8898944
2078,메딕스약국,02-537-0671,서울특별시 서초구 고무래로 32,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.5024249,127.0121596
1718,위드팜솔약국,02-6282-4200,"서울특별시 서초구 사평대로 205, (반포동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:30~13:00,-,-,37.5044879,127.0078625
1761,한결약국,02-2646-8842,서울특별시 양천구 오목로 344 3층,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,-,-,-,37.5239662,126.8754412
4479,메디칼중앙약국,02-2646-2892,"서울특별시 양천구 오목로 312, (목동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.5246787,126.8720318
441,가장친절한정문앞중앙약국,02-484-2888,서울특별시 송파구 강동대로 63 (풍납동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,-,-,-,37.5271763,127.1146455
4491,럭키약국,02-784-7667,"서울특별시 영등포구 여의대로 128, (여의도동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,-,-,-,37.5277633,126.9286291
3460,위드팜만보약국,02-474-0051,"서울특별시 강동구 진황도로61길 52, (둔촌동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,-,09:00~18:00,-,37.5282002,127.1459082
1540,세미약국,02-483-3344,서울특별시 송파구 풍성로14길 14 (풍납동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~17:00,-,08:00~17:00,37.533301,127.1161317
3123,길동스타약국,02-6272-7229,"서울특별시 강동구 양재대로 1498, 1층 (길동, 호석빌딩)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.5393072,127.1409156
213,신효창프라자약국,02-718-6448,"서울특별시 용산구 백범로 285, (효창동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,08:30~13:00,08:00~13:00,37.5395999,126.9610772
219,수약국,02-701-8224,"서울특별시 용산구 백범로 283, (효창동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,08:30~13:00,08:30~13:00,37.5396695,126.9608755
4589,명약국,02-456-6155,"서울특별시 광진구 아차산로 532, 101호(광장동,진넥스빌딩)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:30,-,-,37.5423387,127.1005114
4579,희구약국,02-752-0229,"서울특별시 중구 남대문시장4길 37, (남창동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~17:00,-,-,37.5584957,126.9773284
4432,동국약국,02-2267-6767,"서울특별시 중구 서애로1길 16, (필동3가)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.5608499,126.9988825
4448,하얀약국,02-2274-9119,"서울특별시 중구 마른내로 8-1, (저동2가)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~13:00,-,-,37.5645187,126.988807
4273,신우리약국,02-2267-1570,"서울특별시 중구 마른내로 13, (저동2가)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,-,-,37.5648922,126.9893526
2617,유진온누리약국,02-335-1794,서울특별시 서대문구 연희로 85,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~15:00,-,-,37.5659426,126.9299137
3364,코끼리약국,02-2254-1002,"서울특별시 성동구 왕십리로 410, 상가F동 2층 203호 (하왕십리동, 센트라스)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,-,-,37.566554,127.0240834
4670,방약국,02-2279-6433,"서울특별시 중구 을지로33길 2, (을지로4가)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~18:00,-,-,37.5670104,127.0004161
2201,사랑이가득한약국,02-303-3289,서울특별시 마포구 월드컵북로 224,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,11:00~13:00,-,37.5698817,126.9045075
2868,푸른소나무약국,02-2198-5333,서울특별시 종로구 삼봉로 81,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:30~14:00,-,-,37.5723952,126.9818155
2888,하나메디칼약국,02-2661-1210,서울특별시 강서구 금낭화로 91-2,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.5736372,126.8111086
3925,드림약국,02-2231-9196,"서울특별시 동대문구 천호대로 8, 1층 (신설동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.5747797,127.0243301
4711,희망약국,02-747-1139,"서울특별시 종로구 율곡로 204, (연건동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:00,-,-,37.5758822,127.0015264
1458,건강한약국,02-957-9784,"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.5787296,127.0417961
1820,건강약국,02-2282-4830,서울특별시 동대문구 왕산로 176,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.5792902,127.0430305
1256,경희우리약국,02-963-8114,"서울특별시 동대문구 경희대로 21, 1층지층 (회기동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~13:00,-,-,37.5935217,127.0524139
1484,경희메디칼약국,02-966-5838,"서울특별시 동대문구 경희대로 24, 1층 (회기동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~15:00,-,-,37.5937641,127.052905
3155,신흥약국,02-974-3414,"서울특별시 노원구 공릉로 323, 1층 (하계동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,08:00~15:00,-,37.6356993,127.0707993
3870,후문약국,02-971-0241,"서울특별시 노원구 공릉로59나길 64, (하계동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,37.6359105,127.0697114
4146,삼성늘푸른약국,02-993-5757,"서울특별시 도봉구 도봉로 476, 206호(창동,삼성쉐르빌퍼스티)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.6478973,127.0347855
4125,엔젤팜약국,02-997-8213,"서울특별시 도봉구 방학로3길 121, (쌍문동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~15:00,-,-,37.6579842,127.0385439
4076,대호약국,02-939-8144,서울특별시 노원구 한글비석로 384 대호프라자,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,09:00~14:00,-,-,37.6598202,127.0732069
346,정민약국,02-956-7328,서울특별시 도봉구 도봉로 887 (도봉동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,-,-,37.6837179,127.0456526
224,예닮약국,02-866-6883,서울특별시 금천구 시흥대로 403,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~17:30,09:00~13:00,09:00~13:00,37.4698203,126.8974967
4716,보건약국,02-824-9447,"서울특별시 동작구 장승배기로10길 43, (상도동)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,09:00~15:00,-,-,37.5046576,126.9413415
1774,3층하나약국,02-412-3358,서울특별시 송파구 올림픽로35길 124,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,09:00~13:00,-,-,37.5171927,127.1007167
446,성우약국,02-718-1454,서울특별시 영등포구 여의대로 24,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,09:00~14:00,-,-,37.522165,126.9198725
2992,화곡서울약국,02-2692-3800,서울특별시 강서구 강서로 254,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~16:00,-,-,37.548454,126.8367425
4640,강서연세약국,02-2606-1531,"서울특별시 강서구 화곡로 346, 103호 (화곡동,귀뚜라미홈시스텔)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~16:00,-,-,37.5545294,126.8519893
270,옵티마서울약국,02-6456-8971,"서울특별시 중구 한강대로 416, 1층 9-1호 (남대문로5가, 서울스퀘어)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:00,09:00~13:00,09:00~13:00,37.5555222,126.9737531
4870,남시약국,02-753-7466,"서울특별시 중구 남대문로 18, (남대문로3가)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,-,-,37.5607874,126.9777468
4362,효민프라자약국,02-2281-1474,"서울특별시 성동구 마조로 64, (마장동)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:00,-,-,37.5632969,127.0419442
185,마곡새봄약국,02-2659-6470,"서울특별시 강서구 강서로 463, 새싹타워 1층 (마곡동)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~14:00,-,-,37.566927,126.8404594
2402,신사새서울약국,02-355-1066,서울특별시 은평구 은평로 29,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~16:30,-,-,37.5982702,126.9110172
4002,손온누리약국,02-904-3644,"서울특별시 도봉구 도봉로 626, (창동)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:00,-,-,37.6602007,127.0419479
2424,쌍문마이팜약국,02-990-3040,서울특별시 도봉구 도봉로141길 11,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~16:00,-,-,37.6614406,127.0413721
1749,편안한약국,02-578-1279,"서울특별시 서초구 태봉로 62, 네이처프라자105호 (우면동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~16:00,-,-,37.4640863,127.0250513
4441,대명약국,02-873-4760,"서울특별시 관악구 신림로 158, 1층 1호(신림동,영광빌딩)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~16:00,-,-,37.4729448,126.9338869
1731,제이알약국,02-598-6802,"서울특별시 서초구 효령로 292, 1층 101호 (서초동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,37.4835376,127.015113
1583,사랑약국,02-595-6969,서울특별시 동작구 사당로 303 (사당동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~15:00,-,-,37.4854139,126.9811309
2282,서초로하스약국,02-3471-2662,서울특별시 서초구 서초중앙로 41,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~18:00,11:00~18:00,-,37.4854263,127.0156275
1109,정성온누리약국,02-554-6979,"서울특별시 강남구 도곡로 120, 1층 (도곡동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,37.4898329,127.0335703
590,대림온누리약국,02-6104-1234,서울특별시 동작구 시흥대로 662 (신대방동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~18:00,-,-,37.4906357,126.9081965
470,조은온누리약국,02-2226-7671,"서울특별시 강남구 개포로 615, 석탑프라자 3층 304호 (개포동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,08:00~17:00,-,37.4926408,127.0755891
474,튼튼중앙약국,02-451-0530,"서울특별시 강남구 개포로 615, 석탑프라자 305-1호 (개포동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,37.4926408,127.0755891
2196,사랑약국,02-3411-9305,서울특별시 강남구 개포로 615,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~18:00,-,-,37.4926408,127.0755891
371,초록약국,02-867-2067,"서울특별시 구로구 구일로4길 46, 204호 (구로동, 현대연예인아파트)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~16:00,-,-,37.4927124,126.877219
4008,화인약국,02-501-7712,"서울특별시 강남구 강남대로 372, 5층일부 (역삼동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~13:00,-,-,37.4960337,127.0290743
1641,대림백화점약국,02-835-6161,서울특별시 영등포구 신길로 40 (신길동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,37.4961502,126.908606
2668,일번지약국,02-567-2501,서울특별시 강남구 강남대로84길 23,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~17:00,-,-,37.4971319,127.0303835
1139,푸른약국,02-813-1233,서울특별시 동작구 상도로 93 (상도동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,37.5001778,126.9307828
1157,메디팜하나약국,02-2202-7109,서울특별시 송파구 송파대로 365 (석촌동),08:00~20:00,08:00~20:00,08:00~21:00,08:00~20:00,08:00~20:00,08:30~18:00,08:30~13:00,-,37.500416,127.1111004
4745,신진약국,02-847-6587,"서울특별시 영등포구 가마산로 383, (대림동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,37.5028167,126.8999493
217,건강온누리약국,02-815-1120,"서울특별시 동작구 상도로 202, (상도동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~20:00,08:00~21:00,09:00~20:00,09:00~20:00,-,37.5049386,126.9410675
3902,용강약국,02-814-2605,"서울특별시 동작구 노량진로26길 13, (본동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,37.5116599,126.9544331
4713,성모제일약국,02-824-7586,"서울특별시 영등포구 여의대방로62길 2, (신길동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,37.5138326,126.9266962
3691,신정하나약국,02-2646-7218,"서울특별시 양천구 신목로 33, 1층 (신정동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,37.5184553,126.873587
4879,서현약국,02-792-2622,"서울특별시 용산구 이촌로 200, (이촌동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~16:00,-,-,37.5209672,126.9693619
4571,소화약국,02-2635-4341,"서울특별시 영등포구 버드나루로7길 7, (영등포동2가)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-,37.5228425,126.9100031
4804,구민약국,02-2633-4671,"서울특별시 영등포구 양산로 154, (당산동1가)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~19:00,-,-,37.523373,126.9000513
4794,경명약국,02-2634-1046,"서울특별시 영등포구 선유서로25길 5-1, (양평동2가)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,37.5243586,126.8851967
198,태평양약국,02-2652-7214,서울특별시 강서구 등촌로 41,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~15:00,-,-,37.5337124,126.8633893
820,목동복지약국,02-2062-1652,"서울특별시 양천구 목동서로 38, 102(목동,목동6단지아파트일반상가)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~18:00,-,-,37.5392044,126.880561
168,서안약국,02-713-3757,"서울특별시 용산구 효창원로 142, (효창동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~15:00,-,-,37.5404748,126.9620113
2206,삼성메디칼약국,02-3273-1997,서울특별시 마포구 도화길 32,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~16:00,-,-,37.5408672,126.9496284
1545,햇빛약국,02-711-5982,"서울특별시 마포구 마포대로 68, 408-2호 (도화동, 마포아크로타워)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~14:00,09:00~14:00,-,37.5412807,126.9489579
